gene,CHR,GENE,START,END,N_SNPS,start_idx_chr,end_idx_chr,chr_start_idx_gw
CCDC17,1,CCDC17,46085715,46089729,3,8979,8981,0
GPBP1L1,1,GPBP1L1,46092980,46126811,3,8984,8986,0
IPP,1,IPP,46164406,46212133,3,8990,8992,0
MAST2,1,MAST2,46269284,46501796,24,8996,9019,0
PIK3R3,1,PIK3R3,46505811,46598708,8,9020,9027,0
POMGNT1,1,POMGNT1,46654352,46664121,3,9032,9034,0
C1orf190,1,C1orf190,46669005,46737325,8,9036,9043,0
RAD54L,1,RAD54L,46713416,46744145,6,9038,9043,0
LRRC41,1,LRRC41,46744071,46769038,2,9044,9045,0
NSUN4,1,NSUN4,46806389,46830690,13,9047,9059,0
FAAH,1,FAAH,46859938,46879520,3,9061,9063,0
DMBX1,1,DMBX1,46972667,46979886,2,9081,9082,0
KNCN,1,KNCN,47011315,47016887,3,9090,9092,0
MKNK1,1,MKNK1,47023089,47069886,10,9094,9103,0
MOBKL2C,1,MOBKL2C,47073386,47082563,2,9104,9105,0
ATPAF1,1,ATPAF1,47098410,47134099,3,9110,9112,0
KIAA0494,1,KIAA0494,47140830,47184736,6,9115,9120,0
CYP4B1,1,CYP4B1,47264669,47285021,7,9134,9140,0
CYP4A11,1,CYP4A11,47394845,47407156,3,9152,9154,0
CYP4X1,1,CYP4X1,47489239,47516423,5,9165,9169,0
CYP4Z1,1,CYP4Z1,47533159,47583992,3,9170,9172,0
CYP4A22,1,CYP4A22,47603106,47614526,4,9173,9176,0
PDZK1IP1,1,PDZK1IP1,47649260,47655771,4,9180,9183,0
TAL1,1,TAL1,47681963,47695443,4,9187,9190,0
STIL,1,STIL,47715810,47779819,8,9195,9202,0
CMPK1,1,CMPK1,47799587,47844511,3,9203,9205,0
FOXD2,1,FOXD2,47901688,47906363,2,9217,9218,0
SLC5A9,1,SLC5A9,48688403,48714316,6,9398,9403,0
SPATA6,1,SPATA6,48764277,48937845,13,9408,9420,0
AGBL4,1,AGBL4,48998526,50489626,137,9432,9568,0
C1orf165,1,C1orf165,49193539,49242547,7,9483,9489,0
ELAVL4,1,ELAVL4,50574637,50667056,14,9575,9588,0
FAF1,1,FAF1,50906934,51425936,32,9619,9650,0
TTC39A,1,TTC39A,51752781,51787938,6,9674,9679,0
EPS15,1,EPS15,51819934,51984995,21,9684,9704,0
OSBPL9,1,OSBPL9,52082763,52254138,12,9716,9727,0
NRD1,1,NRD1,52254865,52344609,10,9728,9737,0
RAB3B,1,RAB3B,52384834,52456348,12,9742,9753,0
BTF3L4,1,BTF3L4,52521972,52554062,3,9755,9757,0
ZFYVE9,1,ZFYVE9,52608045,52812358,19,9763,9781,0
CC2D1B,1,CC2D1B,52816266,52831864,3,9783,9785,0
ORC1L,1,ORC1L,52838500,52870131,6,9788,9793,0
ZCCHC11,1,ZCCHC11,52888947,53018743,5,9794,9798,0
GPX7,1,GPX7,53068043,53074722,3,9805,9807,0
FAM159A,1,FAM159A,53099065,53122737,12,9809,9820,0
C1orf163,1,C1orf163,53152513,53164038,3,9826,9828,0
ZYG11B,1,ZYG11B,53192180,53291325,11,9832,9842,0
ECHDC2,1,ECHDC2,53361903,53387446,4,9847,9850,0
SCP2,1,SCP2,53392947,53517282,19,9851,9869,0
PODN,1,PODN,53527884,53551174,5,9871,9875,0
SLC1A7,1,SLC1A7,53552854,53608289,29,9876,9904,0
CPT2,1,CPT2,53662100,53679869,4,9923,9926,0
C1orf123,1,C1orf123,53679771,53686289,2,9927,9928,0
LRP8,1,LRP8,53711211,53793821,27,9932,9958,0
DMRTB1,1,DMRTB1,53925071,53933158,2,9983,9984,0
GLIS1,1,GLIS1,53971905,54199877,43,9991,10033,0
TMEM48,1,TMEM48,54233387,54304175,8,10041,10048,0
YIPF1,1,YIPF1,54317405,54355453,9,10051,10059,0
DIO1,1,DIO1,54359860,54376759,5,10061,10065,0
LRRC42,1,LRRC42,54412036,54433839,2,10072,10073,0
LDLRAD1,1,LDLRAD1,54474505,54483803,3,10081,10083,0
TMEM59,1,TMEM59,54497348,54519111,2,10085,10086,0
C1orf83,1,C1orf83,54519273,54565416,4,10087,10090,0
CDCP2,1,CDCP2,54604667,54619443,4,10098,10101,0
LOC606495,1,LOC606495,54638026,54665746,9,10106,10114,0
MRPL37,1,MRPL37,54665839,54684056,5,10115,10119,0
SSBP3,1,SSBP3,54692194,54872092,56,10123,10178,0
ACOT11,1,ACOT11,55013900,55100417,28,10206,10233,0
FAM151A,1,FAM151A,55074849,55089200,6,10225,10230,0
C1orf175,1,C1orf175,55107443,55175939,20,10237,10256,0
TTC4,1,TTC4,55181528,55207981,3,10259,10261,0
PARS2,1,PARS2,55222570,55230187,5,10263,10267,0
TTC22,1,TTC22,55246751,55266941,8,10270,10277,0
C1orf177,1,C1orf177,55271735,55307937,7,10280,10286,0
DHCR24,1,DHCR24,55315299,55352921,11,10287,10297,0
TMEM61,1,TMEM61,55446464,55457966,2,10320,10321,0
PCSK9,1,PCSK9,55505219,55530523,16,10340,10355,0
USP24,1,USP24,55532031,55680762,19,10356,10374,0
PPAP2B,1,PPAP2B,56960432,57045257,22,10601,10622,0
PRKAA2,1,PRKAA2,57110989,57181008,11,10630,10640,0
C1orf168,1,C1orf168,57184476,57285369,41,10642,10682,0
C8A,1,C8A,57320478,57383894,15,10693,10707,0
C8B,1,C8B,57394882,57431688,21,10709,10729,0
DAB1,1,DAB1,57463578,58716211,235,10735,10969,0
OMA1,1,OMA1,58946390,59012446,11,11030,11040,0
TACSTD2,1,TACSTD2,59041094,59043166,2,11046,11047,0
MYSM1,1,MYSM1,59125589,59165747,7,11061,11067,0
FGGY,1,FGGY,59762624,60228402,80,11189,11268,0
HOOK1,1,HOOK1,60280532,60342050,8,11284,11291,0
CYP2J2,1,CYP2J2,60358979,60392423,5,11293,11297,0
C1orf87,1,C1orf87,60456065,60539426,13,11306,11318,0
NFIA,1,NFIA,61548294,61922036,95,11497,11591,0
TM2D1,1,TM2D1,62146718,62191095,6,11650,11655,0
INADL,1,INADL,62208148,62629591,79,11658,11736,0
L1TD1,1,L1TD1,62660495,62678000,13,11744,11756,0
KANK4,1,KANK4,62701836,62785083,30,11763,11792,0
DOCK7,1,DOCK7,62920396,63153969,12,11825,11836,0
ATG4C,1,ATG4C,63249802,63330050,7,11844,11850,0
ALG6,1,ALG6,63833297,63902878,13,11954,11966,0
ITGB3BP,1,ITGB3BP,63906461,63988835,7,11968,11974,0
EFCAB7,1,EFCAB7,63989267,64038364,12,11975,11986,0
PGM1,1,PGM1,64058946,64125917,31,11988,12018,0
ROR1,1,ROR1,64239689,64644707,67,12047,12113,0
UBE2U,1,UBE2U,64669489,64710027,5,12117,12121,0
CACHD1,1,CACHD1,64936475,65158741,58,12160,12217,0
RAVER2,1,RAVER2,65210777,65298912,13,12234,12246,0
JAK1,1,JAK1,65298905,65432187,21,12247,12267,0
AK3L1,1,AK3L1,65613231,65693175,8,12299,12306,0
DNAJC6,1,DNAJC6,65730429,65881552,31,12315,12345,0
LEPR,1,LEPR,65886317,66102822,25,12348,12372,0
LEPROT,1,LEPROT,65886318,65898251,6,12348,12353,0
PDE4B,1,PDE4B,66258192,66840262,93,12395,12487,0
SGIP1,1,SGIP1,66999824,67210768,25,12515,12539,0
TCTEX1D1,1,TCTEX1D1,67218141,67244470,5,12540,12544,0
WDR78,1,WDR78,67278571,67390570,14,12548,12561,0
MIER1,1,MIER1,67390641,67454302,8,12562,12569,0
SLC35D1,1,SLC35D1,67469851,67519728,9,12572,12580,0
C1orf141,1,C1orf141,67557858,67594220,7,12589,12595,0
IL23R,1,IL23R,67632168,67725650,16,12600,12615,0
IL12RB2,1,IL12RB2,67773046,67862583,16,12633,12648,0
GNG12,1,GNG12,68167148,68299142,15,12703,12717,0
DIRAS3,1,DIRAS3,68511644,68516460,2,12740,12741,0
GPR177,1,GPR177,68564150,68698253,52,12745,12796,0
RPE65,1,RPE65,68894506,68915642,6,12834,12839,0
LRRC7,1,LRRC7,70225857,70589171,44,13008,13051,0
LRRC40,1,LRRC40,70610496,70671275,5,13053,13057,0
ANKRD13C,1,ANKRD13C,70724684,70820417,7,13060,13066,0
HHLA3,1,HHLA3,70820492,70833705,3,13067,13069,0
CTH,1,CTH,70876954,70905253,7,13074,13080,0
PTGER3,1,PTGER3,71318035,71513491,34,13149,13182,0
NEGR1,1,NEGR1,71868624,72748277,104,13208,13311,0
LRRIQ3,1,LRRIQ3,74491701,74663871,14,13501,13514,0
TNNI3K,1,TNNI3K,74663946,75010108,40,13515,13554,0
C1orf173,1,C1orf173,75033794,75139422,14,13561,13574,0
CRYZ,1,CRYZ,75171171,75199092,7,13585,13591,0
TYW3,1,TYW3,75198839,75231308,5,13592,13596,0
LHX8,1,LHX8,75594118,75627218,5,13632,13636,0
SLC44A5,1,SLC44A5,75667815,76076799,47,13641,13687,0
ACADM,1,ACADM,76190042,76229355,5,13705,13709,0
RABGGTB,1,RABGGTB,76251885,76260764,2,13711,13712,0
MSH4,1,MSH4,76262629,76378923,14,13713,13726,0
ASB17,1,ASB17,76384559,76398116,4,13727,13730,0
ST6GALNAC3,1,ST6GALNAC3,76540403,77096632,107,13750,13856,0
ST6GALNAC5,1,ST6GALNAC5,77333185,77529737,30,13913,13942,0
PIGK,1,PIGK,77554666,77685132,14,13948,13961,0
AK5,1,AK5,77747741,78025654,49,13971,14019,0
ZZZ3,1,ZZZ3,78030189,78148343,8,14020,14027,0
USP33,1,USP33,78161673,78225537,6,14028,14033,0
FAM73A,1,FAM73A,78245308,78344081,3,14034,14036,0
NEXN,1,NEXN,78354199,78409578,5,14037,14041,0
FUBP1,1,FUBP1,78413590,78444777,6,14042,14047,0
GIPC2,1,GIPC2,78511588,78603112,14,14054,14067,0
PTGFR,1,PTGFR,78956727,79006386,11,14112,14122,0
IFI44L,1,IFI44L,79086087,79111830,10,14131,14140,0
IFI44,1,IFI44,79115476,79129763,2,14141,14142,0
ELTD1,1,ELTD1,79355448,79472495,13,14177,14189,0
LPHN2,1,LPHN2,82266081,82458107,25,14656,14680,0
TTLL7,1,TTLL7,84335056,84464833,14,14961,14974,0
PRKACB,1,PRKACB,84543744,84704181,14,14984,14997,0
SAMD13,1,SAMD13,84764048,84816479,6,15018,15023,0
DNASE2B,1,DNASE2B,84864214,84880691,5,15032,15036,0
BXDC5,1,BXDC5,84944919,84964033,7,15043,15049,0
SPATA1,1,SPATA1,84971973,85031875,11,15050,15060,0
CTBS,1,CTBS,85020221,85040098,4,15059,15062,0
SSX2IP,1,SSX2IP,85109596,85156180,5,15076,15080,0
LPAR3,1,LPAR3,85279085,85358896,20,15115,15134,0
MCOLN2,1,MCOLN2,85391265,85462796,16,15142,15157,0
MCOLN3,1,MCOLN3,85483764,85514169,4,15163,15166,0
WDR63,1,WDR63,85528006,85598819,17,15170,15186,0
SYDE2,1,SYDE2,85623355,85666728,8,15191,15198,0
DDAH1,1,DDAH1,85784167,85930823,20,15217,15236,0
ZNHIT6,1,ZNHIT6,86118490,86174101,3,15278,15280,0
COL24A1,1,COL24A1,86194915,86622121,59,15284,15342,0
ODF2L,1,ODF2L,86814419,86862003,4,15364,15367,0
CLCA2,1,CLCA2,86889768,86922240,9,15372,15380,0
CLCA1,1,CLCA1,86934525,86965974,9,15385,15393,0
CLCA4,1,CLCA4,87012758,87046432,4,15397,15400,0
CLCA3,1,CLCA3,87099958,87121059,3,15408,15410,0
SH3GLB1,1,SH3GLB1,87170256,87213867,8,15417,15424,0
SEP15,1,SEP15,87328127,87380107,3,15434,15436,0
HS2ST1,1,HS2ST1,87380361,87575664,14,15437,15450,0
LMO4,1,LMO4,87794150,87811263,9,15509,15517,0
PKN2,1,PKN2,89149921,89301938,12,15764,15775,0
GTF2B,1,GTF2B,89318320,89357301,7,15777,15783,0
CCBL2,1,CCBL2,89401455,89458516,6,15786,15791,0
GBP3,1,GBP3,89472359,89488549,5,15794,15798,0
GBP1,1,GBP1,89517986,89531043,3,15804,15806,0
GBP2,1,GBP2,89573309,89591799,5,15812,15816,0
GBP7,1,GBP7,89597433,89641723,6,15819,15824,0
GBP4,1,GBP4,89647457,89664562,2,15826,15827,0
GBP5,1,GBP5,89726264,89738531,2,15834,15835,0
GBP6,1,GBP6,89829435,89853719,7,15853,15859,0
LRRC8B,1,LRRC8B,90024271,90059215,5,15878,15882,0
LRRC8C,1,LRRC8C,90098706,90185094,10,15893,15902,0
LRRC8D,1,LRRC8D,90287512,90401560,30,15920,15949,0
ZNF326,1,ZNF326,90460677,90494094,5,15956,15960,0
BARHL2,1,BARHL2,91177578,91182794,2,16066,16067,0
ZNF644,1,ZNF644,91380856,91487671,6,16102,16107,0
HFM1,1,HFM1,91726322,91870426,14,16164,16177,0
CDC7,1,CDC7,91966443,91991314,3,16196,16198,0
TGFBR3,1,TGFBR3,92147986,92351655,46,16241,16286,0
BRDT,1,BRDT,92414927,92479985,8,16295,16302,0
ABHD7,1,ABHD7,92495557,92529093,4,16304,16307,0
BTBD8,1,BTBD8,92545892,92613397,9,16308,16316,0
GLMN,1,GLMN,92711954,92764566,2,16325,16326,0
RPAP2,1,RPAP2,92764606,92853729,8,16327,16334,0
EVI5,1,EVI5,92974252,93257961,26,16344,16369,0
RPL5,1,RPL5,93297593,93307481,2,16374,16375,0
FAM69A,1,FAM69A,93307720,93427079,11,16376,16386,0
MTF2,1,MTF2,93544791,93604638,3,16412,16414,0
TMED5,1,TMED5,93617408,93646246,4,16415,16418,0
CCDC18,1,CCDC18,93645919,93744268,9,16419,16427,0
FNBP1L,1,FNBP1L,93913838,94020218,11,16441,16451,0
BCAR3,1,BCAR3,94027348,94147385,22,16452,16473,0
DNTTIP2,1,DNTTIP2,94335335,94344742,5,16502,16506,0
GCLM,1,GCLM,94352589,94375012,3,16507,16509,0
ABCA4,1,ABCA4,94458393,94586705,60,16521,16580,0
ARHGAP29,1,ARHGAP29,94634462,94703307,5,16589,16593,0
ABCD3,1,ABCD3,94883932,94984219,10,16608,16617,0
SLC44A3,1,SLC44A3,95285900,95360802,24,16681,16704,0
CNN3,1,CNN3,95362506,95392735,9,16705,16713,0
ALG14,1,ALG14,95448296,95538483,7,16725,16731,0
TMEM56,1,TMEM56,95582983,95658874,11,16742,16752,0
RWDD3,1,RWDD3,95699710,95712781,3,16760,16762,0
PTBP2,1,PTBP2,97187377,97280348,9,16944,16952,0
DPYD,1,DPYD,97543299,98386615,137,16981,17117,0
SNX7,1,SNX7,99127235,99226056,9,17233,17241,0
PAP2D,1,PAP2D,99355800,99470449,25,17252,17276,0
LPPR4,1,LPPR4,99729899,99775138,7,17322,17328,0
PALMD,1,PALMD,100111597,100160259,9,17393,17401,0
FRRS1,1,FRRS1,100174258,100231349,8,17404,17411,0
AGL,1,AGL,100315639,100389579,14,17421,17434,0
SLC35A3,1,SLC35A3,100435539,100489006,3,17438,17440,0
HIAT1,1,HIAT1,100503788,100548929,3,17441,17443,0
CCDC76,1,CCDC76,100598718,100616053,2,17445,17446,0
LRRC39,1,LRRC39,100614412,100643771,4,17447,17450,0
DBT,1,DBT,100652477,100715409,5,17452,17456,0
RTCD1,1,RTCD1,100731762,100757327,4,17458,17461,0
CDC14A,1,CDC14A,100818022,100985833,14,17472,17485,0
VCAM1,1,VCAM1,101185296,101204601,9,17517,17525,0
SLC30A7,1,SLC30A7,101361677,101444994,9,17547,17555,0
S1PR1,1,S1PR1,101702304,101707076,3,17598,17600,0
OLFM3,1,OLFM3,102268126,102462790,53,17709,17761,0
COL11A1,1,COL11A1,103342022,103574052,37,17878,17914,0
NTNG1,1,NTNG1,107682628,108024475,84,18432,18515,0
VAV3,1,VAV3,108113781,108507545,60,18539,18598,0
SLC25A24,1,SLC25A24,108677446,108742974,16,18629,18644,0
FAM102B,1,FAM102B,109102970,109181949,7,18666,18672,0
PRPF38B,1,PRPF38B,109234931,109244422,3,18677,18679,0
FNDC7,1,FNDC7,109265032,109285365,6,18688,18693,0
STXBP3,1,STXBP3,109289284,109352148,8,18694,18701,0
C1orf62,1,C1orf62,109358524,109399716,16,18702,18717,0
GPSM2,1,GPSM2,109419602,109473044,13,18718,18730,0
CLCC1,1,CLCC1,109472129,109506111,9,18730,18738,0
WDR47,1,WDR47,109512835,109584735,7,18741,18747,0
C1orf194,1,C1orf194,109648572,109656479,5,18756,18760,0
KIAA1324,1,KIAA1324,109656532,109745854,24,18761,18784,0
SARS,1,SARS,109756539,109780785,5,18788,18792,0
CELSR2,1,CELSR2,109792640,109818378,13,18795,18807,0
PSRC1,1,PSRC1,109822177,109825771,3,18812,18814,0
MYBPHL,1,MYBPHL,109834986,109849663,9,18817,18825,0
SORT1,1,SORT1,109852191,109940563,10,18826,18835,0
SYPL2,1,SYPL2,110009099,110024764,3,18840,18842,0
ATXN7L2,1,ATXN7L2,110026560,110035356,2,18844,18845,0
GNAI3,1,GNAI3,110091185,110138452,8,18855,18862,0
GNAT2,1,GNAT2,110145888,110155705,3,18865,18867,0
AMPD2,1,AMPD2,110162458,110174677,7,18868,18874,0
GSTM4,1,GSTM4,110198702,110208125,7,18879,18885,0
GSTM5,1,GSTM5,110254864,110260888,5,18889,18893,0
GSTM3,1,GSTM3,110276553,110283040,5,18897,18901,0
EPS8L3,1,EPS8L3,110292701,110306564,8,18902,18909,0
CSF1,1,CSF1,110453232,110472355,8,18965,18972,0
AHCYL1,1,AHCYL1,110527307,110566364,3,18981,18983,0
FAM40A,1,FAM40A,110577240,110597263,4,18985,18988,0
ALX3,1,ALX3,110602996,110613322,2,18989,18990,0
SLC6A17,1,SLC6A17,110693131,110744823,16,19011,19026,0
KCNC4,1,KCNC4,110754064,110776666,9,19029,19037,0
RBM15,1,RBM15,110881944,110889303,3,19052,19054,0
SLC16A4,1,SLC16A4,110905504,110933636,3,19058,19060,0
HBXIP,1,HBXIP,110943876,110950546,2,19062,19063,0
PROK1,1,PROK1,110993787,110999976,3,19068,19070,0
KCNA10,1,KCNA10,111059838,111061797,4,19090,19093,0
CD53,1,CD53,111413820,111442558,5,19163,19167,0
C1orf103,1,C1orf103,111489811,111506566,2,19175,19176,0
TMEM77,1,TMEM77,111659953,111682838,4,19186,19189,0
CEPT1,1,CEPT1,111682248,111727724,3,19190,19192,0
DENND2D,1,DENND2D,111729800,111743281,14,19193,19206,0
CHI3L2,1,CHI3L2,111770280,111786062,7,19211,19217,0
CHIA,1,CHIA,111833483,111863185,15,19234,19248,0
C1orf88,1,C1orf88,111889194,111895639,3,19253,19255,0
OVGP1,1,OVGP1,111956936,111970399,7,19267,19273,0
C1orf162,1,C1orf162,112016603,112021134,2,19282,19283,0
ADORA3,1,ADORA3,112025969,112106597,24,19284,19307,0
RAP1A,1,RAP1A,112162404,112256101,10,19325,19334,0
C1orf183,1,C1orf183,112268369,112298419,7,19337,19343,0
DDX20,1,DDX20,112298253,112310199,3,19344,19346,0
KCND3,1,KCND3,112318453,112531777,56,19347,19402,0
CTTNBP2NL,1,CTTNBP2NL,112938859,113002216,8,19488,19495,0
WNT2B,1,WNT2B,113010039,113063905,10,19497,19506,0
ST7L,1,ST7L,113066140,113162040,11,19508,19518,0
CAPZA1,1,CAPZA1,113162074,113214241,6,19519,19524,0
MOV10,1,MOV10,113217047,113243368,3,19527,19529,0
PPM1J,1,PPM1J,113252615,113257950,3,19532,19534,0
SLC16A1,1,SLC16A1,113454469,113498975,8,19561,19568,0
LRIG2,1,LRIG2,113615830,113667342,7,19576,19582,0
MAGI3,1,MAGI3,113933474,114228545,29,19629,19657,0
PHTF1,1,PHTF1,114239823,114301777,9,19660,19668,0
RSBN1,1,RSBN1,114304453,114355070,3,19670,19672,0
PTPN22,1,PTPN22,114356437,114414334,4,19673,19676,0
AP4B1,1,AP4B1,114437676,114447741,5,19680,19684,0
DCLRE1B,1,DCLRE1B,114448037,114456694,2,19685,19686,0
HIPK1,1,HIPK1,114471995,114520422,7,19692,19698,0
OLFML3,1,OLFML3,114522029,114524875,3,19700,19702,0
SYT6,1,SYT6,114631913,114696472,37,19726,19762,0
TRIM33,1,TRIM33,114935398,115053781,17,19823,19839,0
BCAS2,1,BCAS2,115110180,115124265,4,19845,19848,0
DENND2C,1,DENND2C,115127195,115212732,8,19849,19856,0
AMPD1,1,AMPD1,115215721,115238176,5,19857,19861,0
CSDE1,1,CSDE1,115259536,115300624,4,19864,19867,0
SYCP1,1,SYCP1,115397454,115537990,8,19874,19881,0
TSHB,1,TSHB,115572414,115576941,2,19883,19884,0
TSPAN2,1,TSPAN2,115590632,115632115,5,19886,19890,0
NGF,1,NGF,115828536,115880857,19,19932,19950,0
VANGL1,1,VANGL1,116184573,116240845,20,19998,20017,0
CASQ2,1,CASQ2,116242625,116311426,15,20018,20032,0
NHLH2,1,NHLH2,116378998,116383747,2,20052,20053,0
SLC22A15,1,SLC22A15,116519118,116612675,8,20069,20076,0
C1orf161,1,C1orf161,116654375,116677861,6,20079,20084,0
ATP1A1,1,ATP1A1,116915835,116947396,4,20131,20134,0
CD58,1,CD58,117057156,117113603,6,20159,20164,0
IGSF3,1,IGSF3,117117030,117210314,8,20166,20173,0
CD2,1,CD2,117297085,117311851,5,20190,20194,0
PTGFRN,1,PTGFRN,117452688,117532972,11,20214,20224,0
IGSF2,1,IGSF2,117544381,117579167,18,20228,20245,0
TTF2,1,TTF2,117602948,117645491,13,20253,20265,0
TRIM45,1,TRIM45,117653687,117664411,8,20269,20276,0
VTCN1,1,VTCN1,117686208,117753549,24,20285,20308,0
MAN1A2,1,MAN1A2,117910084,118068320,16,20333,20348,0
FAM46C,1,FAM46C,118148603,118171011,3,20365,20367,0
GDAP2,1,GDAP2,118412039,118472206,2,20403,20404,0
WDR3,1,WDR3,118472390,118503049,2,20405,20406,0
SPAG17,1,SPAG17,118496287,118727834,19,20407,20425,0
TBX15,1,TBX15,119425665,119532179,12,20515,20526,0
WARS2,1,WARS2,119573838,119683295,9,20532,20540,0
HAO2,1,HAO2,119911401,119936751,5,20586,20590,0
ZNF697,1,ZNF697,120161999,120190390,8,20625,20632,0
PHGDH,1,PHGDH,120254509,120286838,5,20642,20646,0
HMGCS2,1,HMGCS2,120291002,120311518,5,20648,20652,0
REG4,1,REG4,120336707,120354203,11,20657,20667,0
NBPF7,1,NBPF7,120377387,120387779,3,20670,20672,0
NOTCH2,1,NOTCH2,120454175,120612276,11,20687,20697,0
PDE4DIP,1,PDE4DIP,144851426,145076079,6,20720,20725,0
POLR3GL,1,POLR3GL,145456235,145470387,3,20745,20747,0
ANKRD34A,1,ANKRD34A,145470507,145475647,3,20748,20750,0
ITGA10,1,ITGA10,145524989,145543868,6,20754,20759,0
ANKRD35,1,ANKRD35,145549208,145568526,11,20760,20770,0
POLR3C,1,POLR3C,145592604,145610884,6,20774,20779,0
RNF115,1,RNF115,145611035,145688727,7,20780,20786,0
CD160,1,CD160,145695797,145715565,2,20787,20788,0
PDZK1,1,PDZK1,145727725,145764073,4,20793,20796,0
PRKAB2,1,PRKAB2,146626684,146644129,4,20819,20822,0
FMO5,1,FMO5,146657837,146696922,5,20824,20828,0
CHD1L,1,CHD1L,146714290,146767443,13,20832,20844,0
BCL9,1,BCL9,147013181,147098015,20,20892,20911,0
ACP6,1,ACP6,147119167,147142634,5,20918,20922,0
GJA5,1,GJA5,147228331,147245484,2,20941,20942,0
GJA8,1,GJA8,147374935,147381393,3,20974,20976,0
SV2A,1,SV2A,149875234,149889430,5,21012,21016,0
MTMR11,1,MTMR11,149900543,149908243,3,21019,21021,0
OTUD7B,1,OTUD7B,149912231,149982686,10,21022,21031,0
VPS45,1,VPS45,150039341,150117505,3,21040,21042,0
PLEKHO1,1,PLEKHO1,150122169,150131825,4,21043,21046,0
CA14,1,CA14,150230217,150237478,3,21054,21056,0
MRPS21,1,MRPS21,150266268,150280819,4,21059,21062,0
PRPF3,1,PRPF3,150293927,150325704,3,21065,21067,0
KIAA0460,1,KIAA0460,150336989,150449041,13,21068,21080,0
ECM1,1,ECM1,150480582,150486036,4,21084,21087,0
ADAMTSL4,1,ADAMTSL4,150521897,150533412,6,21093,21098,0
MCL1,1,MCL1,150547034,150552136,5,21101,21105,0
GOLPH3L,1,GOLPH3L,150618705,150669633,3,21110,21112,0
HORMAD1,1,HORMAD1,150670541,150693352,3,21113,21115,0
CTSS,1,CTSS,150702551,150738305,5,21116,21120,0
ARNT,1,ARNT,150782185,150849186,3,21125,21127,0
SETDB1,1,SETDB1,150898887,150937213,3,21131,21133,0
LASS2,1,LASS2,150937648,150947440,3,21134,21136,0
ANXA9,1,ANXA9,150954498,150968114,2,21138,21139,0
FAM63A,1,FAM63A,150967548,150979333,4,21140,21143,0
PRUNE,1,PRUNE,150980972,151008189,5,21144,21148,0
BNIPL,1,BNIPL,151009033,151020074,5,21150,21154,0
MLLT11,1,MLLT11,151032150,151040973,3,21155,21157,0
RP11-68I18.1,1,RP11-68I18.1,151043079,151092398,6,21159,21164,0
SEMA6C,1,SEMA6C,151104162,151119104,6,21167,21172,0
PIP5K1A,1,PIP5K1A,151171071,151222005,7,21176,21182,0
ZNF687,1,ZNF687,151254790,151264381,2,21184,21185,0
SELENBP1,1,SELENBP1,151336779,151345164,9,21188,21196,0
PSMB4,1,PSMB4,151372040,151374412,2,21199,21200,0
POGZ,1,POGZ,151375199,151431932,5,21201,21205,0
CGN,1,CGN,151483861,151511167,4,21213,21216,0
TUFT1,1,TUFT1,151512780,151556059,11,21218,21228,0
SNX27,1,SNX27,151584661,151671559,11,21232,21242,0
TNRC4,1,TNRC4,151674829,151689290,2,21243,21244,0
OAZ3,1,OAZ3,151739130,151743806,2,21254,21255,0
TDRKH,1,TDRKH,151744040,151763010,5,21256,21260,0
RORC,1,RORC,151778546,151804348,7,21261,21267,0
THEM5,1,THEM5,151819576,151826173,2,21275,21276,0
THEM4,1,THEM4,151846059,151882113,3,21282,21284,0
TCHH,1,TCHH,152078792,152086556,2,21301,21302,0
RPTN,1,RPTN,152126070,152131704,2,21307,21308,0
HRNR,1,HRNR,152184557,152196669,5,21323,21327,0
FLG,1,FLG,152274650,152297679,11,21334,21344,0
FLG2,1,FLG2,152321212,152332482,5,21348,21352,0
CRNN,1,CRNN,152381718,152386728,2,21354,21355,0
CRCT1,1,CRCT1,152486977,152488481,2,21378,21379,0
KPRP,1,KPRP,152730505,152734529,2,21412,21413,0
IVL,1,IVL,152881038,152884362,3,21434,21436,0
SPRR2D,1,SPRR2D,153012200,153013594,2,21457,21458,0
LELP1,1,LELP1,153175918,153177596,2,21483,21484,0
LOR,1,LOR,153232178,153234600,2,21494,21495,0
PGLYRP3,1,PGLYRP3,153270337,153283194,3,21502,21504,0
PGLYRP4,1,PGLYRP4,153302596,153321022,6,21507,21512,0
S100A8,1,S100A8,153362507,153363549,2,21523,21524,0
S100A7L2,1,S100A7L2,153409470,153412503,4,21530,21533,0
S100A5,1,S100A5,153509622,153514241,2,21552,21553,0
S100A3,1,S100A3,153519808,153521734,2,21556,21557,0
S100A16,1,S100A16,153579366,153585514,4,21573,21576,0
S100A13,1,S100A13,153591275,153606568,3,21579,21581,0
C1orf77,1,C1orf77,153606524,153617979,3,21582,21584,0
NPR1,1,NPR1,153651163,153666468,5,21590,21594,0
INTS3,1,INTS3,153700566,153746555,11,21597,21607,0
GATAD2B,1,GATAD2B,153777202,153895451,9,21613,21621,0
SLC39A1,1,SLC39A1,153931587,153940188,4,21625,21628,0
RPS27,1,RPS27,153963228,153964625,3,21630,21632,0
NUP210L,1,NUP210L,153965165,154127592,13,21633,21645,0
TPM3,1,TPM3,154127779,154164609,7,21646,21652,0
C1orf43,1,C1orf43,154179182,154193273,2,21655,21656,0
UBAP2L,1,UBAP2L,154192654,154243329,3,21657,21659,0
HAX1,1,HAX1,154245038,154248351,2,21660,21661,0
